owner,amount,duration,startDate,initialUnlock,requiresSPT
0x8eEF779818Afa953b0652e45438423ebE089F55A,1086.956521739130000000,24,2024-04-02,0.20,FALSE
0x2Ea5E9E452F85f55Be47504153f25740A5f3D78A,1086.956521739130000000,24,2024-04-02,0.20,FALSE
0xD03Ad690ed8065EDfdC1E08197a3ebC71535A7ff,1086.956521739130000000,24,2024-04-02,0.20,FALSE
0x183bDB344A07Ee3D27f07AC4799A56E4A2fE5439,1086.956521739130000000,24,2024-04-02,0.20,FALSE
0x4a27BfD91B30EfAf08706d2105e5D8A1ad09fF0C,1086.956521739130000000,24,2024-04-02,0.20,FALSE
0x5615B91b204E2d5A342972b2AEaafb30Ad3D1184,1086.956521739130000000,24,2024-04-02,0.20,FALSE
0x14DfdB214C48aEab92BD357917636cbcDeB55000,1086.956521739130000000,24,2024-04-02,0.20,FALSE
0x4fb63D01Dc521FceeabAc44E57bC675077656DEB,1086.956521739130000000,24,2024-04-02,0.20,FALSE
0x1708C67F9d3095c92DDCf92E920f11A0aB64eD53,1086.956521739130000000,24,2024-04-02,0.20,FALSE
0x8a4a50B13Fd2cb36FeB96c408CB98B4c9F2b8F25,1086.956521739130000000,24,2024-04-02,0.20,FALSE
0x74264aA892C5C4B596b91F961B1387f94ef3d5a1,1086.956521739130000000,24,2024-04-02,0.20,FALSE
0x0d6E94D085A597f316bE1833649e05a45103e873,1086.956521739130000000,24,2024-04-02,0.20,FALSE
0x41E260E8F07615418968C5Fc7D10e277Cf7eaB56,1086.956521739130000000,24,2024-04-02,0.20,FALSE
0x46331769A8a01947E07C310704893076a3409d36,1086.956521739130000000,24,2024-04-02,0.20,FALSE
0x24a000804704B9557466382A806B6BAa31cf574C,1086.956521739130000000,24,2024-04-02,0.20,FALSE
0x2a06913D5b8748b222E1236768C24ca19198B374,1086.956521739130000000,24,2024-04-02,0.20,FALSE
0xb2ffA393F0b4072081eB2738EB8340bF877BaE38,1086.956521739130000000,24,2024-04-02,0.20,FALSE
0xba8765802198e5c19F2BA8fe9b0dA2B225927AAf,1086.956521739130000000,24,2024-04-02,0.20,FALSE
0xf6539aEC048aDb0C4bdd922E07Bb235113c77B19,1086.956521739130000000,24,2024-04-02,0.20,FALSE
0xB4dC4C7460c58E7652Cd615675a1F707EbB67E9a,1086.956521739130000000,24,2024-04-02,0.20,FALSE
0x50D2DEC635c48f5E8CeDE341Df87c651c6cD5318,1086.956521739130000000,24,2024-04-02,0.20,FALSE
0x18e9664A094D8d134bb3bae84119305aFE308ECE,1086.956521739130000000,24,2024-04-02,0.20,FALSE
0x41d2F3add533465d1038bFAC72855e8430f92eec,1086.956521739130000000,24,2024-04-02,0.20,FALSE
0x0FbB3674C75914fD3E3838BeE4E63F8659f943ED,1086.956521739130000000,24,2024-04-02,0.20,FALSE
0xf8999215681aD58be57fa3AdEE6cD84875013069,1086.956521739130000000,24,2024-04-02,0.20,FALSE
0x9A608d9F416518b5F11acf3dC5594C90D6998e2c,1086.956521739130000000,24,2024-04-02,0.20,FALSE
0x019Ed608dD806b80193942F2A960e7AC8aBb2EE3,1086.956521739130000000,24,2024-04-02,0.20,FALSE
0x3496cC53d6d8650Ec936891038E656a85475126B,1086.956521739130000000,24,2024-04-02,0.20,FALSE
0x11A7DCF5beb6c04e6aE72c74870c6ca3F0D1AFd9,1086.956521739130000000,24,2024-04-02,0.20,FALSE
0x37f5E5aaBC23E9891c33Bf128D6D2E0557225997,1086.956521739130000000,24,2024-04-02,0.20,FALSE
0xe94Aa5E19eBf80c95FD1d55702Cfd30C6A1E2248,1086.956521739130000000,24,2024-04-02,0.20,FALSE
0xa7F381A3f059db523f5987C0b2C6e71d7660a23E,1086.956521739130000000,24,2024-04-02,0.20,FALSE
0xc56618e14Dc795D0a3aeF77cFC9F3B1dba2514c6,1086.956521739130000000,24,2024-04-02,0.20,FALSE
0xb67B0CC68E0d1CDDc604aaE07a1A1201DAF13062,1086.956521739130000000,24,2024-04-02,0.20,FALSE
0xEB50F847D430A0B26Be4EF66cf517b92631C8736,1086.956521739130000000,24,2024-04-02,0.20,FALSE
0x9351b03D0323a598D28eBb2e82A0a92A9eC775F0,1086.956521739130000000,24,2024-04-02,0.20,FALSE
0xC23F78C43b810f3A29168d5652C34f387D44dda3,1086.956521739130000000,24,2024-04-02,0.20,FALSE
0xbc35FA8dC01E5E64B4bDBed22Df8Cf581c147659,1086.956521739130000000,24,2024-04-02,0.20,FALSE
0xA0efD27acC781549D5b78e89E561AA0903932d56,1086.956521739130000000,24,2024-04-02,0.20,FALSE
0x245c817bb7C5648cdadDC96CEe166173094391F6,1086.956521739130000000,24,2024-04-02,0.20,FALSE
0xD2602C7bDFC9F413974e944280BbFae275d1B1b6,1086.956521739130000000,24,2024-04-02,0.20,FALSE
0x4879032313fa7648bf821f9880ba2C645D0f356b,1086.956521739130000000,24,2024-04-02,0.20,FALSE
0x34C241Faf3e5fF210CD50f23D781F090Fd8D6d43,1086.956521739130000000,24,2024-04-02,0.20,FALSE
0x22ADC81De50eB7f27D11653BB925507Eee90C59a,1086.956521739130000000,24,2024-04-02,0.20,FALSE
0xA63b833C4bB36bF5E9d1C981Fb17a4fF37dD68f3,1086.956521739130000000,24,2024-04-02,0.20,FALSE
0x736eD70a9059978A9C7733cD65E780f0c7bD162c,1086.956521739130000000,24,2024-04-02,0.20,FALSE
0x36d9b6A89196042B5450b4687Aa7C5c315C22Aa9,1086.956521739130000000,24,2024-04-02,0.20,FALSE
0xe9945b3AcbDc2f9dcad8871F01aa9dabBb20d882,1086.956521739130000000,24,2024-04-02,0.20,FALSE
0x9e602c1920443F01Cb100a57A7F894df8Eb42f66,1086.956521739130000000,24,2024-04-02,0.20,FALSE
0xCA5CE67a4CC81875F9E687c24ac81d1A6A2eE841,1086.956521739130000000,24,2024-04-02,0.20,FALSE
0xe44782AFE398800d7190796018C4b865E32fF806,1086.956521739130000000,24,2024-04-02,0.20,FALSE
0x1c85d6Ae1336D0e4E3F165bbfA9641bfA04CeDb1,1086.956521739130000000,24,2024-04-02,0.20,FALSE
0x48f7D45FA696Dc89fF4f2233B25490455AE19DC2,1086.956521739130000000,24,2024-04-02,0.20,FALSE
0xb83771d232665306D81a5f4CAca7CcF0A3CA193e,1086.956521739130000000,24,2024-04-02,0.20,FALSE
0xA80c3a4062D7C44Bb62013C547d789f1065f0516,1086.956521739130000000,24,2024-04-02,0.20,FALSE
0x16F5CCCFD730157F1f1758822Af04a970004896f,1086.956521739130000000,24,2024-04-02,0.20,FALSE
0x426aAB28B85C12D35b0acDC9e58847b222066827,1086.956521739130000000,24,2024-04-02,0.20,FALSE
0x81F7c3796f4b024B6700A0134A1C509ACF920324,1086.956521739130000000,24,2024-04-02,0.20,FALSE
0xD5629b8bF9D81720b9A87E01BFbB5D3fc507fe4F,1086.956521739130000000,24,2024-04-02,0.20,FALSE
0xF8e016D50e75C32de1f6aeab8395c96C4c76F9c1,1086.956521739130000000,24,2024-04-02,0.20,FALSE
0xb1D41f9E8D4C44Fb47e828c2AC728cd15353121b,1086.956521739130000000,24,2024-04-02,0.20,FALSE
0x4d9Ba778B7f121e58E5d3BB6aef514e035A7c7F5,1086.956521739130000000,24,2024-04-02,0.20,FALSE
0x0FB3aBF4D89Fd549b09c8E9D4AF4A54Fa6cccA2D,1086.956521739130000000,24,2024-04-02,0.20,FALSE
0x8c57D1Fab10D4B78F49ef5C6ABaEB76a63710f61,1086.956521739130000000,24,2024-04-02,0.20,FALSE
0x679d87D8640e66778c3419D164998E720D7495f6,1086.956521739130000000,24,2024-04-02,0.20,FALSE
0x2126D723eCb1703d51caF3906355f802BbF2989D,1086.956521739130000000,24,2024-04-02,0.20,FALSE
0x344b1E4Ac175f16D3bA40A688cA928E3768E275a,1086.956521739130000000,24,2024-04-02,0.20,FALSE
