owner,amount,duration,startDate,initialUnlock,requiresSPT
0xfc9b67b6034f6b306ea9bd8ec1baf3efa2490394,2109.70464135021000000000,24,2024-04-02,0.10,FALSE
0x5112d584a1c72fc250176b57aeba5ffbbb287d8f,2109.70464135021000000000,24,2024-04-02,0.10,FALSE
0x10e4597ff93cbee194f4879f8f1d54a370db6969,2109.70464135021000000000,24,2024-04-02,0.10,FALSE
0x60c0a957542b6236b292d6d53a1d7ec0a9c746e9,2109.70464135021000000000,24,2024-04-02,0.10,FALSE
0x0c36ac8863d0352436a70addbf1be34f3ea11017,2109.70464135021000000000,24,2024-04-02,0.10,FALSE
0x66ccec164f9ae88c70ba1db868ff5f2b935b9c76,2109.70464135021000000000,24,2024-04-02,0.10,FALSE
0x43fd1f07da06b51097a697d4e3c7d369e2e3fd60,2109.70464135021000000000,24,2024-04-02,0.10,FALSE
0x4354a28c70e33032619df646b6dd0d39d0c75916,2109.70464135021000000000,24,2024-04-02,0.10,FALSE
0xecaf624ce2c3498b70d7d5e5f248d22b7bcc3fad,2109.70464135021000000000,24,2024-04-02,0.10,FALSE
0x564e604eda8c878021126c06084a4da4e1a960cb,2109.70464135021000000000,24,2024-04-02,0.10,FALSE
0x5470c0f73297845625b43cf9c998ef7453190bf7,2109.70464135021000000000,24,2024-04-02,0.10,FALSE
0x86202f0440cb82e94aad6c288d50ce93662c6c54,2109.70464135021000000000,24,2024-04-02,0.10,FALSE
0x45c5aa605ac66d689026e975f2d8e17444a796b8,2109.70464135021000000000,24,2024-04-02,0.10,FALSE
0xc4485b4f6699661844c6e54cae7513a6d25575aa,2109.70464135021000000000,24,2024-04-02,0.10,FALSE
0x5e906690edb6e09fd3987f2347dd288d8e0e3382,2109.70464135021000000000,24,2024-04-02,0.10,FALSE
0x4a0d43439bab76164737f48af22f4e2bbc7477aa,2109.70464135021000000000,24,2024-04-02,0.10,FALSE
0xb576aaa09d7b24ef6c192600881cc7cbb77ef564,2109.70464135021000000000,24,2024-04-02,0.10,FALSE
0x24a91c580c6d864702ce750269d9f0270c21f889,2109.70464135021000000000,24,2024-04-02,0.10,FALSE
0x41eaa7c23e6b443fb85ed1c6009c52503b139017,2109.70464135021000000000,24,2024-04-02,0.10,FALSE
0x4373380e0c97f61658d763fd2c322d19844f49b4,2109.70464135021000000000,24,2024-04-02,0.10,FALSE
0x9246f4c0acdd2556c2cb8005cbf36572a88ca444,2109.70464135021000000000,24,2024-04-02,0.10,FALSE
0x91c35c71387691a516f4289066be51cc56f839f6,2109.70464135021000000000,24,2024-04-02,0.10,FALSE
0xd4f42a7ce74947db59678324fd3b05ac47063d1d,2109.70464135021000000000,24,2024-04-02,0.10,FALSE
0x9ed7e39dbbd0ef70bec60da0f44b7d09133268e9,2109.70464135021000000000,24,2024-04-02,0.10,FALSE
