owner,amount,duration,startDate,initialUnlock,requiresSPT
0xDffDb9BeeA2aB3151BcBcf37a01EE8726F22ed94,555555.555555556000000000,24,2024-03-23,0.10,FALSE
0x35a214b13c9E223B8D511f343aC8Fa94293233a1,555555.555555556000000000,24,2024-03-23,0.10,FALSE
0xB997FE45Fe238bb1ba10dE1ED16aA56AD134a252,555555.555555556000000000,24,2024-03-23,0.10,FALSE
0x06c2c4dB3776D500636DE63e4F109386dCBa6Ae2,555555.555555556000000000,24,2024-03-23,0.10,FALSE
0x67F234A7B1E7775eE68667Fe71A7A8e94650fcb7,555555.555555556000000000,24,2024-03-23,0.10,FALSE
0x18059173dD608F3eeF0F85A6A510d536edb335B2,555555.555555556000000000,24,2024-03-23,0.10,FALSE
0x5e0C9a64632446d7f7a95382B1993cC5D302087a,555555.555555556000000000,24,2024-03-23,0.10,FALSE
0x37F1fE0C626Ab737db7B816bBA4Be91C838f88c2,555555.555555556000000000,24,2024-03-23,0.10,FALSE
0x576F1E53afe5e99b2257258C7E3248d3a1822548,555555.555555556000000000,24,2024-03-23,0.10,FALSE
0x22DfDaA6F79079B83f9fa4e3d88a410Cc1Da4d84,555555.555555556000000000,24,2024-03-23,0.10,FALSE
0xb97d9350F32C1366016e2C0a55E4A210D1158b22,555555.555555556000000000,24,2024-03-23,0.10,FALSE
0x0E6Bc59Bd8D439be50686acFF8925988bC943919,555555.555555556000000000,24,2024-03-23,0.10,FALSE
0x8957e95950BCf7E40BA2BD8007b47Ac67dCffa2D,555555.555555556000000000,24,2024-03-23,0.10,FALSE
0xCDeefA17b571de21548A948A13a1f442431698d8,555555.555555556000000000,24,2024-03-23,0.10,FALSE
0xE017a4e967c9939d01628E805DC0CC3370184e63,555555.555555556000000000,24,2024-03-23,0.10,FALSE
0xB047d8e0bFedE55fFFeC621f25dABeCd2559Cf50,555555.555555556000000000,24,2024-03-23,0.10,FALSE
0xAA704dc136e42D962edaB2F39F97A9e8c997c5e1,555555.555555556000000000,24,2024-03-23,0.10,FALSE
0xeF8305E140ac520225DAf050e2f71d5fBcC543e7,555555.555555556000000000,24,2024-03-23,0.10,FALSE
